title,og_title,url,lang,content,publishedDate,dateObject,src
"Clash at Cusat, over 50 in custody","Clash at Cusat, over 50 in custody",https://www.thehindu.com/news/cities/Kochi/clash-at-cusat-over-50-in-custody/article26188095.ece,en,"Over 50 students of the School of Engineering (SoE) at the Cochin University of Science and Technology (Cusat) were taken into custody following a clash between members of the Students’ Federation of India (SFI) and Kerala Students Union (KSU) on the main campus here on Tuesday.
The university authorities said classes at SoE had been suspended indefinitely. Students in B. Tech hostels on the campus were told to vacate the premises immediately. Tension began after students belonging to the SFI allegedly entered the Sahara hostel and attacked those affiliated to the KSU and another group known as ‘Malabaris’.
The police said the incident was a follow-up of the clashes that broke out between the warring factions during a programme organised by fifth semester students last week. The police had to enter the hostel premises to disperse the students who threw bottles at each other.
The main campus had witnessed a similar clash in the second week of January between the rival groups. The police had then registered a case of attempt to murder against 18 students involved in the incident.",06 Feb 2019,2019-02-06 00:50:09,thehindu
Christians march to protest attack on Holy Cross School,Christians march to protest attack on Holy Cross School,https://timesofindia.indiatimes.com/city/kolhapur/christians-march-to-protest-attack-on-holy-cross-school/articleshow/67746060.cms,en,"This story is from January 30, 2019
Christians came out in a massive protest rally on Tuesday against the vandalism by Yuva Sena men at Holy Cross... Read More
Download The Times of India News App for Latest City
KOLHAPUR: Christians came out in a massive protest rally on Tuesday against the vandalism by Yuva Sena men of the principal’s office at Holy Cross School last week. ‘We want justice!’ said slogans that they carried, and ‘Let us live in harmony!’ The marchers went from Holy Cross School to the district collectorate.Protesters met district collector Avinash Subhedar and handed him a memorandum.The protesters said they had gathered from the city and nearby villages and wanted to protest the cowardly attack by the Yuva Sena on the school on January 22. They said religious sentiments were hurt and religious items in the principal’s office were damaged in the attack.“In past as well, the community has been attacked. The issues remained unaddressed. The school which has been attacked is a girls-only school and students from all religions are studying in harmony there. Such incidents are not tolerable,” the memorandum submitted to the collector said, adding that the minority community has made its contribution to society and would continue to do so. The community’s safety has to be ensured, protesters said.Around 20 members the Yuva Sena, the youth wing of the Shiv Sena which is part of the ruling coalition in the state, stormed the Holy Cross Convent High School at Kasaba Bawada and ransacked the office of the school principal after parents were asked for an additional Rs 7,000 for each student in the junior kindergarten.There are 134 students in the school’s junior kindergarten. The school had lodged a complaint at Shahupuri police station after which 15 arrests were made.",05 May 2019,2019-05-05 21:12:00,timesofindia.indiatimes
"Constable opens fire at toll tax worker, SSP orders inquiry","Constable opens fire at toll tax worker, SSP orders inquiry",https://timesofindia.indiatimes.com/city/dehradun/constable-opens-fire-at-toll-tax-worker-ssp-orders-inquiry/articleshow/67799660.cms,en,"This story is from February 2, 2019
Picture for representational purpose only.
Download The Times of India News App for Latest City
NAINITAL: CCTV footage of a police constable shooting at Nainital city toll tax worker has gone viral. District police chief has ordered an inquiry in the matter.The incident, recorded on camera at around 1:58am on January 29, shows a vehicle stopping at the toll. One of the three constables fired at a worker at toll and then fled the scene. However, no one was injured in the incident.Senior superintendent of police, Nainital, Sunil Kumar Meena said, “The incident has come to light and inquiry has been ordered into the matter. We have a written complaint and will take action once the inquiry brings forth the facts.”The worker, Nandan Singh, has submitted a written complaint against the policeman who is posted at the Tallitaal police station of Nainital. The three men were identified as constable Tarun Chaudhary, Dinkar Thapa, residents of Sukhataal area and Harshvardhan, resident of Ramnagar in Nainital district Preliminary findings have suggested that Thapa has a history of accusations and a number of cases are registered against him in Muzaffarnagar district of the neighbouring state of Uttar Pradesh. Singh told the police that a car with registration number UK04 S3473 stopped at the toll bridge.“As I stepped out of the cabin to collect payment and give a receipt, a man, Tarun Chaudhary asked for another worker of the toll named Jagdish Singh Kaniyal. I informed him about Kaniyal’s absence at that moment. He fired a pistol at me but it did not hurt me,” said Singh.",06 May 2019,2019-05-06 12:05:26,timesofindia.indiatimes
Ex-armyman bank guard shot at in Tral,Ex-armyman bank guard shot at in Tral,https://kashmirreader.com/2019/01/29/ex-armyman-bank-guard-shot-at-in-tral/,en,"BILAL HABIB
Anantnag: A former army man working as a bank guard was on Monday shot at multiple times by some motorcycle borne men in Tral town of Pulwama district. The critically injured guard has been identified as 40-year-old Tariq Ahmad Wani, son of Abdul Rasheed, resident of Reshipora area of Tral.
Wani was rushed to Sub-District hospital in Tral in critical condition. “He has bullet wounds to his legs and abdomen. We have done whatever we could and have referred him to Srinagar for further treatment,” a doctor at SDH Tral told Kashmir Reader.
The incident took place at about 4:30 PM in main town Tral.
“He was shot at by militants near the local PHE complex, locally called as the Aabghar,” a senior police officer told Kashmir Reader.
He said that the area was soon cordoned off and searches were carried out to try and nab the attackers.
“A case has been registered and investigation has been taken up in the matter,” the officer said.
Wani was posted as a guard at the Jammu and Kashmir Bank branch in Dadsara area of Tral. He previously worked with the army in 8 Jammu and Kashmir Light Infantry (JAKLI).
It was not immediately known why he was targeted.
Bio
Social
Latest Posts
By: Reader Correspondent No biography available at this time
Share this: Twitter
Facebook
WhatsApp
Print
More",29 Jan 2019,2019-01-29 01:08:00,kashmirreader
Madya Nishedha Andolana is fighting for a liquor ban in Karnataka,Madya Nishedha Andolana is fighting for a liquor ban in Karnataka,https://www.thehindu.com/society/battle-against-the-bottle-women-keep-up-their-fight-for-liquor-ban-in-karnataka/article26212718.ece,en,"On Gandhi’s death anniversary last month, January 30, a sea of women — around 3,000 — poured into Bengaluru at the end of a 12-day march. There were 15-year-olds, there were 60-year-olds, there were middle-aged women. They came from far and near, and they came with one aim: to seek a ban on the manufacture and sale of liquor in Karnataka. Alcohol, they said, had ruined their sons, husbands, brothers, homes, dented their earnings, and eaten into the money meant for food and education.
Armed with a cloth bundles, unmindful of the blisters that had burst on their feet, they had marched from Chitradurga and crossed many highways before reaching Bengaluru.
Long days’ journey
The women had left their homes with a plate, a glass and some clothes. Sapnadeepa, 24, from Bidar, who was among those who had started out from Chitradurga, said they had covered 15 to 20 km each day; they had camped wherever they stopped for nightfall. “We stayed in mutts, panchayat offices, and government schools. People along the way were more than generous. Some arranged food, some others medicines and sanitary napkins. They gave us waterbottles, chappals, bedsheets, sweaters, even saris,” she said.
Sapnadeepa’s 28-year-old cousin was an alcoholic who fell ill and died in 2017. “I won’t be wrong in saying there is one wine shop for each house in our village,” she said.
Angry: A protester waves from a truck | Photo Credit: Sampath Kumar G.P.
Unfortunately, the marchers — all members of the Madya Nishedha Andolana (movement for liquor ban) — could not meet Chief Minister H.D. Kumaraswamy and had to return empty-handed and with no assurances from the government. Their fight, however, is far from over, they say, now back home.
Bhagyamma, 30, from Davangere district, described how her father continues to battle addiction. “My father drinks his earnings away. We are four siblings; we got a bit of education with great difficulty. My mother continues to toil to repay the loans. My father ended up selling the land we owned because of his addiction. Alcohol addiction is like a virus and it has to stop. It is sad the government gave us no response, but we will not give up our fight,” she said. Similar agitations have been held by women in other States, such as Odisha and Tamil Nadu, where women and children have echoed similar concerns.
Root of distress
A 2017 report, ‘Farmer suicides — An all India study’, commissioned by the Department of Agriculture, Cooperation and Farmers Welfare, Government of India, mentions drug abuse/ alcoholic addiction as one among the “prominent causes” for farmer suicide (4.4%). The other causes are bankruptcy or indebtedness (20.6%), family problems (20.1%), farming-related issues (17.2%), and illness (13.2%).
However, many of the other causes of suicide, such as indebtedness or illness, can be connected to alcohol addiction and drug abuse. “Without exception, the victim households of all the States were honest enough to accept that victims were alcohol addicts. Therefore, rehabilitation centres for drug abuse and alcohol addiction should be established,” the report suggests.
Bihar, the dry crusader
What impact has prohibition had on States where it has been implemented? Shaibal Gupta from the think-tank Asian Development Research Institute (ADRI) says that studies conducted in Bihar after prohibition concluded in
A scene from the march: ‘We won’t give up,’ the women say. | Photo Credit: V. Sreenivasa Murthy
favour of it. The report by ADRI and Development Management Institute (DMI), commissioned by the Bihar government in 2018, shows a massive rise in sale of expensive saris and honey, among others, in post-ban Bihar. The studies also say that 19% of households acquired new assets from the money they would have earlier used to buy alcohol.
Women, together
The report, ‘Impact of Prohibition on Economy, Society and Family Life in Bihar,’ notes, “With adoption of Prohibition Act, 2016, Bihar has become a ‘dry crusader’. The ban in Bihar is backed by social and economic factors, and thus enjoys full support from all sections of the population, particularly the women who run the households.”
Abhay Kumar, State co-ordinator, Grameena Kooli Karmikara Sanghatane, a rural labourers’ organisation that’s spearheading the liquor ban movement in Karnataka, said that the recent padayatra was the fourth attempt in recent times in the State. “The intention was to pressurise the government and highlight the fact that women in every taluk in the State have problems. United, we could manage to do it and a big support group has been formed now. All major political parties have been told about the problem. If none of them reacts, lakhs of women will either exercise NOTA or not vote in the coming elections. Let’s see if the liquor barons in the parties are the bigger pressure group or democracy,” he said.
The problem is not specific to region or socio-economic status. According to Kumar, “You can go to any village or city. As we were passing through Tumakuru and Bengaluru, women in slums came out to ask what the padayatra was about, and started telling their own stories of how houses have been destroyed because of alcoholism. We are not asking anything new. Prohibition is stated in Article 47 of the Indian Constitution. What has been done all these years?”
The women’s frustration is tangible. But can prohibition work? Governments have usually been unable to fully control sales or consumption of alcohol even after a ban, with people crossing over to neighbouring States or drinking spurious liquor or feeding off a booming underground market as in Gujarat. Are there other ways to control alcoholism? It’s a question that doesn’t have easy answers.
deepika.kc@thehindu.co.in",09 Feb 2019,2019-02-09 16:00:00,thehindu
MDMK stages protest against PM Modi; detained,MDMK stages protest against PM Modi; detained,https://timesofindia.indiatimes.com/india/mdmk-stages-protest-against-pm-modi-detained/articleshow/67708132.cms,en,"This story is from January 27, 2019
File photo of Marumalarchi Dravida Munnetra Kazhagam Leader Vaiko during the interview with the Times of India... Read More
MDMK
against
Modi
MADURAI: Led by party chief Vaiko cadres Sunday staged a black flag demonstrationPrime Minister Narendrashortly before he arrived here, accusing him of betraying the interests of Tamil Nadu Police said the protesters were detained.Releasing black baloons, the protesting party cadres raised slogans against Modi alleging that he betrayed the interests of Tamil Nadu on Cauvery and other issues.The Prime Minister arrived at the airport here about 30 minutes later and is scheduled to lay the foundation stone for the All India Institute of Medical Sciences near here and also address a public meeting.The protest was held near the Periyar bus stand in the city, away from the venue of the AIIMS site.In a counter move, BJP youth wing supporters put up posters sarcastically ""welcoming Vaiko"".The MDMK cadres claimed that the centre had accorded ""permission to projects like neutrino and hydrocarbon extraction"" which, according to them, would have an adverse impact on the livelihood of the farmers and also affect the common people.On the Cauvery issue, they alleged that the Centre was supportive of Karnataka's bid to build a dam at Mekedatu across the river by giving permission for preparing a detailed project report.The MDMK cadres, however, said the protest was not against the AIIMS.Slogans like ""go back Modi,"" and counter hashtags "" Madurai thanks Modi,"" and ""TN welcomes Modi"" trended on micro blogging site Twitter Tamil Nadu unit BJP president Tamilisai Soundararajan and Union Minister of State for Finance and Shipping Pon Radhakrishnan strongly condemned MDMK for staging the protest ahead of the prime minister laying the foundation for a big project beneficial to the state.",06 May 2019,2019-05-06 04:40:15,timesofindia.indiatimes
"Madhya Pradesh: Communal clash during R-Day programme at Rajgarh, 16 booked","Madhya Pradesh: Communal clash during R-Day programme at Rajgarh, 16 booked",https://timesofindia.indiatimes.com/city/bhopal/madhya-pradesh-communal-clash-during-r-day-programme-at-rajgarh-16-booked/articleshow/67704022.cms,en,"This story is from January 26, 2019
Police personnel deployed at the site of incident
Download The Times of India News App for Latest City
BHOPAL: Madhya Pradesh police on Saturday imposed prohibitory orders following a clash between two groups during Republic Day celebrations in Rajgarh district The incident took place at Khujner village , around 30km from the district headquarters. Two students sustained minor injuries during a panic run amid chaos.Rajgarh SP Prashant Khare said, ""We have imposed Section 144 (prohibits assembly of more than 4 people) around Khujner municipal locality area. The situation has been brought under control and additional force has been deployed in the region.""He said 16 people were booked in two separate FIRs under various sections on the basis of complaint lodged by people from both sides.The accused were being rounded up till filing of this report.In Video: 16 booked for communal clash during R-Day programme at Rajgarh",05 May 2019,2019-05-05 08:41:45,timesofindia.indiatimes
JACTTO-GEO’s protest across State continues for the 2nd day,JACTTO-GEO’s protest across State continues for the 2nd day,https://www.thehindu.com/news/national/tamil-nadu/jactto-geos-protest-across-state-continues-for-the-2nd-day/article26073914.ece,en,"The indefinite strike called by the Joint Action Council of Tamil Nadu Teachers Organisations and Government Employees Organisations (JACTTO-GEO) continued for the second day throughout Tamil Nadu, stressing the nine-point demand. The list of demands includes dropping of the new pension scheme.
The JACTTO-GEO said 90% of the 12 lakh staff participated in the strike across Tamil Nadu.
Teachers and government staff protested inside the Chennai Corporation campus. They maintained that getting the strike to a close was in the hands of the Chief Minister and ministers D. Jayakumar and Sengottaiyan. Similar protests were also seen in front of Zonal offices in Tambaram and Madhavaram.
Central region
Thousands of striking government employees and teachers were arrested across the Central region on Wednesday after they resorted to road roko agitations in support of their charter of demands in eight places in the districts. This reflected in elementary schools being closed in some parts of the region.
The participation of government employees was about 30% to 40% in Tiruchi district, claimed J. Valavan Arasu, Tiruchi district secretary, Tamil Nadu Government Employees Association. About 70%-75% of teachers continued their strike in Tiruchi district with many elementary schools remaining closed on Wednesday too, said S. Neelakandan, one of the district coordinators of JACTTO-GEO. Over 2,400 striking employees and teachers were arrested in Thanjavur district. Arrests of protesters were also made in Pudukottai, Perambalur, Tiruvarur, Nagapattinam and Ariyalur districts.
In southern Tamil Nadu, over 21,000 government employees and teachers, owing allegiance to JACTTO-GEO, were detained for participating in road roko on the second day of the indefinite strike. In all the nine districts, more women were seen in the agitation venues. JACTTO-GEO office-bearers in some districts claimed that response to the strike call had improved.
Work in some of the departments remained affected while primary and elementary schools were kept open as per instructions of the Chief Educational Officer. All the arrested employees and teachers were kept in private halls.
In Thoothukudi, DMK Rajya Sabha MP Kanimozhi met the agitating staff in a private hall, where they had been kept after arrest, and assured that her party, if voted to power, would concede all their demands.
In Coimbatore district, nearly 2,500 State government employees and teachers participated in road roko agitations held at nine places on Wednesday. Functioning of government offices in Erode, Salem, and Namakkal districts were affected. However, functioning of schools was not affected.
As many as 7,729 members of JACTTO-GEO were removed after they staged road roko at various places in these three districts.",24 Jan 2019,2019-01-24 01:15:50,thehindu
Auto drivers protest against police action,Auto drivers protest against police action,https://www.thehindu.com/news/cities/puducherry/auto-drivers-protest-against-police-action/article26054107.ece,en,"Autorickshaw drivers affiliated to the Dravida Munnetra Kazhagam on Monday staged a protest in front of the traffic police station on Jawaharlal Nehru Street here to condemn the alleged manhandling of one of their colleagues at the New Bus Stand.
Drivers squatted at the intersection of Ambour Salai and Jawaharlal Nehru Street seeking action against the traffic police offer involved in the incident. They said the police officer assaulted the driver without any provocation. They withdrew the protest after Superintendent of Police (Traffic) Vamseedhara Reddy assured them to conduct an inquiry. DMK MLA R. Siva visited the spot and held discussions with the police officers.
Police refute charge
The police, who denied the allegation, said the drivers were blowing the incident out of proportion as traffic rules were being strictly implemented in the New Bus Stand.
Haphazard parking of autorickshaws near the bus stand was a major cause for concern among pedestrians and commuters. The drivers were feeling the heat after the traffic police started enforcing the rules in the area, a police officer added.",21 Jan 2019,2019-01-21 22:50:53,thehindu
Ward officers boycott work after fight with MNS workers,Ward officers boycott work after fight with MNS workers,https://timesofindia.indiatimes.com/city/mumbai/ward-officers-boycott-work-after-fight-with-mns-workers/articleshow/67632789.cms,en,"This story is from January 22, 2019
Cops had to be called in after Saturday’s squabble
Download The Times of India News App for Latest City
MUMBAI: More than a dozen assistant municipal commissioners boycott their work for a couple of hours on Monday and gathered at Worli’s G south ward office to protest against a showdown between some civic officials and MNS workers on Saturday.MNS workers had clashed with assistant municipal commissioners on Saturday when they went to the Worli ward office to complain against the licence department’s staff for not taking action against hawkers in Prabhadevi. The MNS workers claimed that the hawkers’ encroachment in the area had increased. They also said that while officials from the licence department claimed that action had been taken, none of the hawkers could produce fine receipts. On Saturday, when the MNS workers went to complain, an argument started between them and the ward office’s staff. Eventually, a police complaint had to be lodged.On Monday, around 16 assistant municipal commissioners reached the Worli ward office and said that they were extending their support towards the G-south ward officer, who was allegedly threatened by MNS workers on Saturday. The ward officers came despite it being a Monday, a day when they are expected to hold meetings to hear public grievances.“Such environment was not safe for any officer to work,” said one of the ward officers.Assistant municipal commissioner Devendra Kumar Jain said that MNS workers had also threatened civic employees constructing a public toilet at Prabhadevi railway station. “We have followed the due course of law and complained to the police,” said Jain.However, Sandeep Deshpande, MNS general secretary, said that ward officers need to first start working and then boycott work. “We have been complaining for long about hawkers encroaching several areas of Prabhadevi and that is why we were forced to approach the ward officer. We neither physically abused him nor threatened him,” he said.Deshpande held an online chat with citizens on Monday to give out details of Saturday’s incident and asked people to post pictures of unauthorised hawkers so that BMC officers are made aware of them. “The number of illegal hawkers is only increasing in Mumbai, and little is being done to stop that. It’s time that the same is brought to larger public notice through social media,” he said.",06 May 2019,2019-05-06 04:44:28,timesofindia.indiatimes
Dental Science Institute staff protest non-payment of salary,Dental Science Institute staff protest non-payment of salary,https://www.thehindu.com/news/cities/puducherry/dental-science-institute-staff-protest-non-payment-of-salary/article26074057.ece,en,"The strike by the staff, including 40 doctors, of the Mahatma Gandhi Postgraduate Institute of Dental Science (MGPGI), to protest against non-payment of salary for the last two months, has entered the third day on Wednesday.
The staff numbering around 200, on Wednesday, abstained from work and staged a protest in front of the college demanding immediate payment of salary.
M. R. Ramesh, President, Faculty Association of MGPGI, said the staff and their family members have been put to tremendous mental agony due to non payment of salary.
The government had not implemented the 7th Pay Commission’s recommendations for the staff, though the new pay scale was given to staff of government colleges. The MGPGI was ignored because it was run by a society, he added.",24 Jan 2019,2019-01-24 01:33:56,thehindu
Pending results to be out by June-end: BRABU VC,Pending results to be out by June-end: BRABU VC,https://timesofindia.indiatimes.com/city/patna/pending-results-to-be-out-by-june-end-brabu-vc/articleshow/67629989.cms,en,"This story is from January 22, 2019
Download The Times of India News App for Latest City
MUZAFFARPUR: Babasaheb Bhimrao Ambedkar Bihar University (BRABU) vice-chancellor (VC) Amrendra Narayan Yadav has assured that results of all pending examinations will be published by the end of June.Chancellor-cum-governor Lalji Tandon had issued a directive on January 17, asking all the universities to regularize the academic session till the end of July.“An order has been issued to the officials concerned to hold all the exams and publish the results by the end of June,” the VC said and added results of the BEd exams conducted in the 2016-18 session would be announced by January 25.BRABU has to declare the results of three examinations, including two undergraduate courses.Protest against late academic session: The BRABU chapter of Mithila Student Union — a non-political student organization — took out a procession from Orient Club Ground to the university campus on Monday to protest against the late academic session. They handed over a 11-point charter of demands to pro-VC Col Ajay Kumar Rai.",06 May 2019,2019-05-06 12:05:48,timesofindia.indiatimes
PMK wants Arakkonam bifurcated from Vellore,PMK wants Arakkonam bifurcated from Vellore,https://timesofindia.indiatimes.com/city/puducherry/pmk-wants-arakkonam-bifurcated-from-vellore/articleshow/67632997.cms,en,"This story is from January 22, 2019
PMK workers protest in front of Arakkonam taluk office on Monday, demanding declaring Arakkonam as separate di... Read More
Download The Times of India News App for Latest City
VELLORE: Around 200 PMK workers protested in front of Arakkonam taluk office on Monday demanding bifurcation of Arakkonam from Vellore The protest was headed by PMK state deputy general secretary Saravanan and Vellore district secretary A M Krishnan.Speaking to the reporters, Saravavan said, “Though Arakkonam connects major cities and a naval air station (INS Rajali), it is among the most backward areas with many civic problems.”As the town of Arakkonam is located 80km away from the district headquarters, residents have to spend almost an entire day to reach the collector and SP’s offices, he said.During medical emergencies, they have to travel to adjacent Kancheepuram and Chennai as the government medical college and hospital is located about 90km away from Arakkonam town, Saravavan said.“Though PMK has been protesting seeking bifurcation for the past 15 years, no steps have so far been taken. We want Arakkonam to be announced as the 34th district of the state,” he said.",06 May 2019,2019-05-06 12:05:54,timesofindia.indiatimes
Crowds pelt stones at cops in Vikasnagar over missing man,Crowds pelt stones at cops in Vikasnagar over missing man,https://timesofindia.indiatimes.com/city/dehradun/protests-in-vikasnagar-after-mans-disappearance-cops-injured/articleshow/67615755.cms,en,"This story is from January 21, 2019
The protesters also blocked Delhi-Yamunotri highway.
Download The Times of India News App for Latest City
DEHRADUN: Tension prevailed in Vikasnagar area, 40km from Dehradun , on Sunday after local residents protesting the disappearance of a man vandalised shops and attacked policemen. Several policemen were injured after stones were pelted at them. The protesters also blocked Delhi-Yamunotri highway.The family of the man, identified as Moti, hailing from Tyuni in Vikasnagar, had alleged that he was kidnapped and murdered and his body dumped in Shakti canal in Vikasnagar. Following the complaint by the family, police filed a kidnapping case on January 18.Angry that no arrests had been made in the case, protesters vandalised shops and pelted stones at police on Sunday.Heavy police force was deployed in the area following the incident. The SDRF also conducted search operations in the canal on Sunday but could not locate the man's body.",05 May 2019,2019-05-05 17:59:49,timesofindia.indiatimes
Madhya Pradesh: BJP leader Manoj Thakre murdered in Barwani,Madhya Pradesh: BJP leader Manoj Thakre murdered in Barwani,https://timesofindia.indiatimes.com/city/indore/madhya-pradesh-bjp-leader-manoj-thakre-murdered-in-barwani/articleshow/67608841.cms,en,"This story is from January 20, 2019
File photo of BJP Balewadi mandal president Manoj Thakre.
Download The Times of India News App for Latest City
BARWANI: BJP Balewadi mandal president Manoj Thakre was found dead on the outskirts of Balwadi town under the Warla police station area of Madhya Pradesh's Barwani district on Sunday morning.Warla's police station in-charge Dinesh Kushwaha told TOI that 45-year-old Manoj Thakre was murdered this morning when he had gone for a morning walk.Kushwaha said that Thakre had left his house at around 5am and his body found in a field barely a kilometer from his house. His muffler and woollen cap were found on the road, indicating that he was dragged to the fields by the attackers and hit with a stone to death. A bloody stone was also found near the site of the incident.Thakre was holding the post of BJP's Balwadi town Mandal president for the third time. He was known to be close to former Barwani MLA Antar Singh Arya.Due to the incident, a large number of Bharatiya Janata Party workers and office-bearers have reached Balwadi.Security personnel have been deployed to prevent any untoward incident.",06 May 2019,2019-05-06 04:26:48,timesofindia.indiatimes
TMCP protest after flags damaged in Jadavpur University,TMCP protest after flags damaged in Jadavpur University,https://timesofindia.indiatimes.com/city/kolkata/tmcp-protest-after-flags-damaged-in-jadavpur-university/articleshow/67636067.cms,en,"This story is from January 22, 2019
TMCP supporters outside the JU VC’s office on Monday
Download The Times of India News App for Latest City
KOLKATA: A number of flexes and flags of Trinamool Congress were damaged inside the Jadavpur University campus near gate number of 4 on Sunday night. On Monday, a group of university students owing allegiance to the student wing of the ruling party met vice-chancellor Suranjan Das over the incident.Das condemned the incident, saying it went against the democratic tradition of the university. Sources said that the university may start an inquiry and security would be enhanced.Education minister Partha Chatterjee also condemned the incident. A meeting of all stakeholders has been convened on January 28 to discuss safety on the Jadavpur University campus. tnn",06 May 2019,2019-05-06 12:06:07,timesofindia.indiatimes
Sena workers vandalise school principal’s office,Sena workers vandalise school principal’s office,https://timesofindia.indiatimes.com/city/kolhapur/sena-workers-vandalise-school-principals-office/articleshow/67647179.cms,en,"This story is from January 23, 2019
Around 20 youths stormed the principal's office on Tuesday.
Download The Times of India News App for Latest City
KOLHAPUR: Around 20 members of the youth wing of Shiv Sena stormed the Holy Cross Convent High School at Kasaba Bawada and ransacked the office of the school principal, after parents were asked for an additional Rs 7,000 for each student in the junior kindergarten.There are 134 students in the school’s junior kindergarten. The school has lodged a complaint at Shahupuri police station.Police officers said a group of about 20 young men from Yuva Sena stormed the principal’s office and questioned the demand for a building fund from parents of tiny tots. The matter was debated for 15 minutes, and the principal then had to leave her office to lead the school prayers. Sena youth then vandalised the office.The Sena youth had met the principal two weeks ago, seeking that this burden not be placed on parents. Staff and parents gathered at the school soon after the attack and met Superintendent of Police Abhinav Deshmukh.They demanded prompt action against the accused. Deshmukh told school staff that they ought to have approached police when the youth first visited the school.A police officer at Shahupuri police station said, “We booked around 25 youth under several sections of IPC including 147 (punishment for rioting), 148 (rioting, armed with deadly weapon) and several others. We have not yet arrested anyone. Action will proceed in accordance with law.”Principal Bharati Pathare said, “We discussed the fee matter with the men. They told us that parents have complaints. We asked them to hand over complaints of parents to us. They refused to do that, and continued a conversation for 15 minutes. When I told them that it was time of our morning assembly prayers, they went out of the office. Soon as I left, they went back in and vandalised the office.”The principal said the school had collected Rs 7,000 from parents of each student admitted to junior KG.“Ours is a school that receives no government grants for the primary section. We need funds for the maintenance of the building. Not a single parent has complained to me so far. If a parent is unable to pay, the school makes provision for them. Some parents have also come forward to help parents of those students who are unable to pay fees.”Shiv Sena’s MLA from Kolhapur city Rajesh Kshirsagar said, “The school administration gives admission to students through lottery. The school has good reputation, and everyone wants their child to be admitted there. Through lottery system some poor students also get admission. They manage to pay regular fees but are financially strained to pay additional charges.”He said, “Two weeks ago, some parents complained about this. A delegation of youth met the school administration and requested them to not to take money from poor parents in the name of building fund. The school agreed. On Monday, the parents again complained that the school had made this sum mandatory. That is when members of the youth wing went to question the school administration.”The MLA said the school administration’s attitude enraged the youth. “I condemn the violence, but I support their cause,” he added.",06 May 2019,2019-05-06 12:06:13,timesofindia.indiatimes
Tamil Nadu: Fireworks unit workers stage protest in 38 places across Virudhunagar district,Tamil Nadu: Fireworks unit workers stage protest in 38 places across Virudhunagar district,https://timesofindia.indiatimes.com/city/madurai/tamil-nadu-fireworks-unit-workers-stage-protest-in-38-places-across-virudhunagar-district/articleshow/67602376.cms,en,"This story is from January 19, 2019
Download The Times of India News App for Latest City
MADURAI: Thousands of firework industry labourers, who have been remained jobless since early November following the closure of 1,070 firecrackers units in Sivakasi , participated in a ‘Kanji Thotti’ protest staged across Virudhunagar district on Saturday, demanding the state and union government to address their woes.The protest was organised in 38 different places – predominantly in Sivakasi, Sattur and Virudhunagar – on Saturday. During the demonstration, the firework labourers demanded the union government to ensure the immediate reopening of all the factories or else the state government to pay a relief of Rs 10,000 per month to all those labourers who have been affected due to the indefinite closure.It may be noted that right from November 4, when the factories were closed for Diwali , they didn’t resume production due to stringent guidelines from the Supreme Court regarding firecracker manufacturing. Further, the apex court also instructed the factories to manufacture green fireworks.PN Deva, Virudhunagar district general secretary of Centre of Indian Trade Unions (CITU), claimed that the livelihood of almost 4.8-5 lakh people was totally affected due to the closure of the factories and until the rules and guidelines for manufacturing green crackers were formulated, the cracker units should be allowed to function as it is. “The next hearing in the case is on January 22, when we’ll explain our situation and put forth our demands,” he said.‘Kanji thotti’ protest will be held in 20 other places in the district on Sunday as well.",06 May 2019,2019-05-06 12:06:21,timesofindia.indiatimes
"Kushinagar BJP neta killed in clash over land, 5 held","Kushinagar BJP neta killed in clash over land, 5 held",https://timesofindia.indiatimes.com/city/lucknow/kushinagar-bjp-neta-killed-in-clash-over-land-5-held/articleshow/67633030.cms,en,"This story is from January 22, 2019
Download The Times of India News App for Latest City
GORAKHPUR: A BJP leader of Ramkola block in Kushinagar district , who was critically injured on Saturday in a clash with locals over a property dispute, succumbed late on Sunday night at BRD medical college in Gorakhpur . Police have arrested five persons, including two women, in connection with the incident.Taking serious note of the incident, the district magistrate has ordered a magisterial probe while a police sub-inspector and a constable posted at Ramkola police station have been sent to lines for dereliction of duty. Police registered a case against nine persons under section 147 (Punishment for rioting) and 304 (Punishment for culpable homicide not amounting to murder) of the Indian Penal Code (IPC) in this connection.Reports said the incident took place on Saturday when BJP’s Ramkola block secretary Vakil Singh, a resident of Bihuli Somali village, entered into a brawl with Khalil Ansari and his family following a dispute over a piece of land. It is alleged that nine people, including Khalil and his family members, thrashed Singh inflicting injuries. Singh was admitted to BRD medical college in Gorakhpur where he succumbed on Sunday evening.Police arrested Khalil, his wife Fatima, son Naseem Ansari, brother’s wife Mahrani and nephew Saddam in the case while other accused are absconding.District magistrate Anil Kumar Singh said a magisterial probe has been ordered into the incident. SP Kushinagar Rajiv Narayan Mishra confirmed the arrest of five accused. “Sub inspector Rameshwar Yadav and constable Amarnath Yadav have been sent to lines for dereliction of duty,” he said.",05 May 2019,2019-05-05 15:07:35,timesofindia.indiatimes
