,notes,label
3611,"assum januari 18 , gorur town ( hassan , karnataka ) , 118 famili gave land construct gorur dam across hemavati hassan stage protest demand state govern provid land yet receiv . ",1
3612,"on januari 18 , hundr member asom gana parishad ( agp ) took torch ralli guwahati citi ( kamrup metropolitan , assam ) , protest citizenship amend bill , 2016 . ",1
3613,"on januari 18 , hundr member asom gana parishad ( agp ) took torch ralli sever place assam , protest citizenship amend bill , 2016 . ",1
3614,"on 18 januari , research scholsar nation institut technolog hamirpur citi ( hamirpur , himach pradesh ) stage protest dharna boycot lab ongo demand includ increas research stipend arrest research similar protest delhi earlier week . ",1
3615,"on januari 18 , member asom gana parishad ( agp ) took torch ralli jorhat citi ( jorhat , assam ) , protest citizenship amend bill , 2016 . ",1
3616,"on 18 januari , farmer associ bku ( ugrahan ) , bku ( dakaunda ) , kku , bku ( krantikari ) , ksc , krantiksari kisan union ( punjab ) , ad ksc ( azad ) stage protest mini secretariat ludhiana citi ( ludhiana , punjab ) demand full debt waiver farmer state govern fail uphold promis issu . ",1
3617,"on januari 18 , member asom gana parishad ( agp ) took torch ralli mangaldai citi ( darrang , assam ) , protest citizenship amend bill , 2016 . ",1
3618,"on 18 januari , farmer stage protest dac muktsar citi ( muktsar , punjab ) , demand blank chequ held bank ( seem given collater loan ? ) return process abandon futur lend practic . ",1
3619,"on januari 18 , member asom gana parishad ( agp ) took torch ralli nalbari citi ( nalbari , assam ) , protest citizenship amend bill , 2016 . ",1
3620,"on 18 januari , famili young man kill potenti gang violenc 17 jan stage protest block traffic arjun nagar area panipat citi ( panipat , haryana ) bodi man return time follow delay post-mortem exam . ",1
3621,"on 18 januari , farmer associ bku ( ugrahan ) , bku ( dakaunda ) , kku , bku ( krantikari ) , ksc , krantiksari kisan union ( punjab ) , ad ksc ( azad ) stage protest deputi commission 's offic patiala citi ( patiala , punjab ) demand full debt waiver farmer state govern fail uphold promis issu , among concern . ",1
3622,"on januari 18 , state bodi fish trader took protest ralli wholesal market bazar samiti gardanibagh patna citi ( patna , bihar ) , demand lift ban trade transport fish patna 15 day , start januari 14 . fish sampl found formalin heavi metal . ",1
3623,"on januari 18 , kaliyapuram villag pollachi tehsil ( coimbator , tn ) , farmer stage protest power grid corpor india 's project erect high power transmiss tower land . ",1
3624,"on 18 januari , farmer associ bku ( ugrahan ) , bku ( dakaunda ) , kku , bku ( krantikari ) , ksc , krantiksari kisan union ( punjab ) , ad ksc ( azad ) stage protest deputi commission 's offic sangrur citi ( sangrur , punjab ) demand full debt waiver farmer . ",1
3625,"on januari 18 , near walajapet town wallajah tehsil ( vellor , tn ) , resid stage protest demand arrest truck owner accid kill farmer . ",1
3626,"on januari 18 , shimoga town ( shivamogga , karnataka ) , peopl aegi sahyadri sneha sangha stage protest poor mainten nehru stadium citi . ",1
3627,"on januari 18 , all assam manipuri youth associ ( aamya ) stage protest ralli district commission 's offic silchar citi ( cachar , assam ) , demand polit autonomi manipuri live assam . they also protest citizenship amend bill , 2016 . ",1
3628,"on 18 januari , farmer associ bku ( ugrahan ) , bku ( dakaunda ) , kku , bku ( krantikari ) , ksc , krantiksari kisan union ( punjab ) , ad ksc ( azad ) stage protest deputi commission 's offic tarn taran citi ( tarn taran , punjab ) demand full debt waiver farmer . ",1
3629,"on januari 18 , member asom gana parishad ( agp ) took torch ralli tezpur citi ( sonitpur , assam ) , protest citizenship amend bill , 2016 . ",1
3630,"on januari 18 , member asom gana parishad ( agp ) took torch ralli tinsukia citi ( tinsukia , assam ) , protest citizenship amend bill , 2016 . ",1
3631,"on 18 januari , district bar associ stage protest yamuanagar citi ( yamunanagar , haryana ) staff district consum disput redress forum misbehav lawyer clerk . ",1
3632,"on 18 jan 2019 , hurriyat confer leader activist held peac protest friday prayer hyderpora area srinagar citi ( j & k ) , demonstr prolong detent ill-treat hurriyat leader jail . ",1
3633,"on 18 jan 2019 , nation health mission ( nhm ) employe continu demonstr 5th day front press club jammu , demand regular job better work condit . ",1
3634,"on 18 jan 2019 , forest employe stage second day protest pccf van bhawan , jammu , demand better employe protect releas wage . ",1
3635,"on januari 18 , feder democrat nation forum ( slrm : sanghiya loktantrik rastriya manch ) feder limbuwan forum nepal stage protest ralli ilam citi ( ilam district , mechi ) , demand govern implement agreement sign senior orthoped surgeon , dr. kc , relat medic educ reform . the crowd express solidar doctor , stage 16th hunger strike . ",1
3636,"on januari 18 , teacher , businessmen civil societi particip protest ralli phidim citi ( panchthar district , mechi ) , demand govern implement agreement sign senior orthoped surgeon , dr. kc , relat medic educ reform . the crowd express solidar doctor , stage 16th hunger strike . ",1
3637,"on januari 18 , local block express highway stage protest dunyapur town ( lodhran , punjab ) , incid two seminari student kill road accid . ",1
3638,"on januari 18 , local famili member three men shot dead report incid relat land grab , stage protest orangi town ( karachi , sindh ) , incid demand justic victim . ",1
3639,"on januari 18 , good transport owner lahor banner pakistan good transport associ along trader shahalam market observ strike stage protest march circular road shahalam market near data gunj buksh town ( lahor , punjab ) , various govern institut alleg injustic transport owner . ",1
3640,"on januari 18 , employe sui northern gas compani ( sngc ) protest outsid offic lakki marwat town ( lakki marwat , kp ) , arrest three colleagu feder investig agenc ( fia ) . ",1
3641,"on januari 18 , local various villag swat district stage protest outsid swat press club mingora ( swat , kp ) , sngpl suspens gas past two month . ",1
3642,"on januari 18 , member support sup mirpurkha chapter stage protest outsid local press club mirpurkha citi ( mirpur khas , sindh ) , secur forc alleg enforc disappear parti 's mirpurkha divis presid . ",1
3643,"as report januari 18 , famili school student , kill utla region juli 2014 , stage protest march kanal sher khan chowk swabi town ( swabi , kp ) , demand chief justic pakistan take notic acquitt two accus individu . ",1
3644,"on januari 18 , pasban pakistan held protest tando adam citi ( sanghar , sindh ) , provinci rule parti land mafia attack citizen illeg occupi land . ",1
3645,"on around 18 januari 2019 , number worker retire compani lydec carri seri protet casablanca manag compani . ",1
3646,"on 18 januari 2019 , substitut teacher particip `` karama '' march arriv fouchana . ",1
3647,"on 18 januari 2019 , parent studnet held protest rafraf demand solut crisi educ system countri . ",1
3648,"on 18 januari 2019 , group student sene held protest particip number parent civil societi member absenc geometri teacher sinc begin school year . ",1
3649,"on 18 januari 2019 , student stage protest kairouan front headquart governor deman right take exam . in conjunct protest front governor headquart kairouan , student also held sit-in front headquart region director educ . ",1
3650,"on 18 januari 2019 , group young sailor mahdia took famili tri leav tunisia itali protest excess issuanc fish licens . region author interven prevent depart . the seafar took part protest protest saw excess issu number almtsoji al sharafi region result corrupt fish wealth . ",1
3651,"on januari 18th , demonstr gather omdurman part nation-wid protest . there report thousand protest greater khartoum area . ",1
3652,"on januari 18th , protest march jaddi kajbar northern state ( inform locat found ; coordin dongola , northern state , use prec 3 ) . ",1
3653,"on januari 18th , demonstr gather dinder ( sennar state ) . polic use tear gas stick dispers crowd . ",1
3654,"on januari 18th , demonstr gather gedaref ( gedaref state ) . polic use baton stick dispers crowd . ",1
3655,"on januari 18th , demonstr gather an nahud ( west kordofan ) . polic use tear gas , live ammunit baton dispers protest , made number arrest . ",1
3656,"on 18 januari 2019 , student organ protest ksar hellal , seiada , moknin crisi educ sector . ",1
3657,"on 18 januari 2019 , student organ protest ksar hellal , seiada , moknin crisi educ sector . ",1
3658,"on 18 januari 2019 , student organ protest ksar hellal , seiada , moknin crisi educ sector . ",1
3659,"on januari 18 , former public worker dismiss legisl decre dispers polic forc tri stage protest yuksel street cankaya , ankara citi . five protest detain . ",1
3660,"on 18 januari , vendor `` resist '' anti-encroach drive amritsar municip corpor amritsar citi ( amritsar , punjab ) argu heat mc offic . polic interven control situat , detail resist ' . ",1
3661,"on 18 januari , shiv sena stage protest mc ludhiana citi ( ludhiana , punjab ) poor condit citi buse failur keep repair . ",1
3662,"on 18 januari , cane farmer third day indefinit sit-in protest stage mass tonsur sham citi ( shamali , uttar pradesh ) demand payment owe sugar cane due . ",1
3663,"on januari 18 , member asom gana parishad ( agp ) took torch ralli throughout demow area ( sivasagar , assam ) , protest pass citizenship ( amend ) bill , 2016 . ",1
3664,"on januari 18 , protest show show black flag lakhimpur mp filobari doomdooma citi ( tinsukia , assam ) , protest pass citizenship ( amend ) bill , 2016 . ",1
3665,"on januari 18 , member asom gana parishad ( agp ) stage torchlight ralli naharkatiya citi ( dibrugarh , assam ) , oppos citizenship ( amend ) bill , 2016 . ",1
3666,"on januari 18 , member asom gana parishad ( agp ) stage torchlight ralli sivasagar citi ( sivasagar , assam ) , oppos citizenship ( amend ) bill , 2016 . the anosusit jati chatra sanstha sivasagar byabosay sanstha also stage sit-in-protest citi . ",1
3667,"on januari 18 , 2019 , jakarta provinc , univers student stage protest violent militari action papua 's nduga regenc pursuit west papua liber armi separatist . ",1
3668,"on januari 18 , 2019 , bali provinc , univers student stage protest violent militari action papua 's nduga regenc pursuit west papua liber armi separatist . ",1
3669,"on januari 18 , 2019 , salatiga citi ( salatiga , central java ) , univers student stage protest violent militari action papua 's nduga regenc pursuit west papua liber armi separatist . ",1
3670,"on januari 18 , 2019 , ambon citi ( ambon , maluku ) , univers student stage protest violent militari action papua 's nduga regenc pursuit west papua liber armi separatist . ",1
3671,"on januari 18 , muslim religi group polit parti includ majli ulema hayatabad , jui-f ji protest hayatabad citi ( peshawar , kp ) , bicycl ralli plan women transgend person . ",1
3672,"on januari 18 , trader protest peshawar citi ( peshawar , kp ) , closur shop renov histor build masjid mahabat khan . ",1
3673,"on 18/1/2019 , worker urban rail construct project ahvaz continu protest 18 month unpaid salari . ",1
3674,"on januari 17 , cnosb provid donat organ protest march ouagadougou support defenc secur forc . ",1
3675,"on januari 17 , pupil hound took street express solidar strike teacher . ",1
3676,"on jan 17 , al qantara , dozen peopl protest govern 's decis remov home . secur forc interven dispers protest . ",1
3677,"on 17 januari 2019 , econom actor execut organ gather nouadhibou pay tribut nation march racism hatr . ",1
3678,"on 17 januari 2019 , moroccan worker union organ protest front urban district tangier call respect freedom associ right assembl . ",1
3679,"on 17 januari 2019 , region branch moroccan worker union tetouan organ protest respons posit govern toward demand work class , declar reject offer made govern social dialogu meet . ",1
3680,"on januari 17th , protest ( compris lawyer jurist ) gather front court ed damazin ( blue nile ) , protest violenc state forc protest . ",1
3681,"on januari 17th , protest spread um odam near el hasahisa local ( el gazira , coordin use ) , part nation-wid protest . ",1
3682,"on januari 17th , demonstr gather el managil ( el gazira ) . polic forc dispers protest rubber bullet , live ammunit , well mass arrest . ",1
3683,"on januari 17th , severa protest took place el gedaref ( gedaref state ) . in one , student stage protest insid school , dispers polic , report beaten student . other march citi dispers polci unspecifi secur forc , use tear gas . ",1
3684,"on januari 16th 17th , demonstr gather kassala ( kassala state ) . the protest violent dispers polic alongsid plain-cloth offic ( record uag ) , use tear gas , live ammunit beat dispers crowd . large-scal arrest also took place . ",1
3685,"on januari 17th , protest occur omdurman . the sourc quot wit say secur forc ( code polic ) use `` extrem violenc '' demonstr , arrest number peopl . note one south sudanes civilian report kill omdurman week begin 13th januari ; one fatal record event , although unclear precis death occur . ",1
3686,"on januari 17th , student protest amri ( northern state ) . polic arrest two student , spark demonstr town 's resid ( one event code ) . ",1
3687,"on januari 17th , protest report atbara ( river nile state ) . polic dispers protest tear gas . ",1
3688,"on januari 17th , protest march el geneina ( west darfur ) . polic report made number arrest . ",1
3689,"on januari 17th , protest gather rabak ( white nile state ) . there `` heavi secur deploy '' rabak , though unclear intereven . ",1
3690,"on 17 januari 2019 , occas general strike organ ugtt , labor gather took place front region labour union beja governor headquart . ",1
3691,"on 17 januari 2019 , student parent protest front region director educ nafza street citi crisi educ system . ",1
3692,"on 17 januari 2019 , teacher stage protest one educ institut mornag decis region director educ ben arous close privat school region . ",1
3693,"on 17 januari 2019 , thousand worker gather outsid headquart region offic ugtt jendouba held protest chant sever slogan hostil govern . ",1
3694,"on 17 januari 2019 , occas general strike , worker held gather front headquart region labor union kairouan rais anti-govern slogan . ",1
3695,"on 17 januari 2019 , occas general strike organ ugtt , protest held front headquart region labor union sidi kasserin . protest march main street citi . ",1
3696,"on 17 januari 2019 , occas general strike countri , protest held front headquart region labor union el kef . ",1
3697,"on 17 januari 2019 , studnet stage protest chebba support teacher express anger crisi secondari educ . ",1
3698,"on 17 januari 2019 , day general strike organ mahdia ugtt protest march held ugtt headquart mahdia toward governor headquart . ",1
3699,"on 17 januari 2019 , substitut teacher particip `` karama '' march arriv headquart region labor union manouba . ",1
3700,"on 17 januari 2019 , occas general strike organ ugtt , worker ' ralli held front region labor union monastir . it follow peac march toward governor headquart . ",1
3701,"on 17 januari 2019 , occas general strike organ ugtt , number worker repres organ civil societi took part protest march start headquart region labor union sidi bouzid toward main street citi . ",1
3702,"on 17 januari 2019 , high school secondari educ student held protest front headquart director educ souss crisi educ system countri . ",1
3703,"on 17 januari 2019 , occas general strike organ ugtt , protest held front region labor union zaghouan . ",1
3704,"on 17/1/2019 , hundr worker bushehr petrochem compani bandar e asaluyeh protest sever month unpaid salari . ",1
3705,"on 17/1/2019 , number municip worker rankuh protest unpaid salari . ",1
3706,"on 17/1/2019 , worker zayandehrud structur control compani fulad shar stage ralli . ",1
3707,"on 17/1/2019 , worker urban rail construct project kermanshah protest 7 month unpaid salari . ",1
3708,"on 17/1/2019 , group contractu teacher yazd stage ralli call perman contract . ",1
3709,"on jan 17 , univers youth union member gather outsid nation museum protest current econom situat , say fail lebanon 's youth . the protest organ lebanes communist parti . between 50 100 student particip . ",1
3710,"on januari 17 , former public worker dismiss legisl decre dispers polic forc tri stage protest yuksel street cankaya , ankara citi . six protest detain . ",1
3711,"on januari 17 , protest took place front justic hous bakirkoy , istanbul citi , retrial case regard unlicens firework factori explod davutpasa , istanbul accident , leav least 22 peopl dead 2008 . the victim consid verdict retrial unfair . ",1
3712,"on januari 17 , protest took place support theologian religi teacher remov post follow remark suggest atheist lead ethic life pious muslim . egitim-i union support protest took place provinci director educ fatih area istanbul citi . ",1
3713,"on januari 17 , member manisa medic chamber stage protest front turgutlu public hospit turgutlu town manisa upon doctor attack patient ? relat . ",1
3714,"on jan 17 , bangladesh chhatra leagu ( bcl ) stage ralli dhaka univers ( dhaka-shahbagh ) demand immedi hold dhaka univers central student union ( ducsu ) poll ensur student right facil . ",1
3715,"on jan 17 , 34th anniversari ralli dhaka univers ( dhaka-shahbagh ) , bangladesh chhatra feder demand segment educ system-consist general , madrasa , english medium instruction-b scrap ; favour streamlin educ system . ",1
3716,"on 17 jan , muttur area ( muttur , trincomale ) , resid paddalipuram villag stage protest lack teacher villag school . ",1
3717,"on 17 jan , sabaragamuwa area ( balangoda , ratnapura ) , student sabaragamuwa univers block road batuhena colombo ratnapura road held demonstr denounc propos open medic faculti univers . polic deploy scene . day 2 ",1
3718,"on 17 januari , teacher dav colleg amritsar citi ( amritsar , punjab ) stage protest campus demand implement 7th pay commiss report . ",1
3719,"on januari 17 , peopl organis 10km human chain selenghat area seleng grant villag ( jorhat , assam ) , citizenship ( amend ) bill , 2019 . ",1
3720,"on januari 17 , lawyer member bar associ stage demonstr front court baripada citi ( mayurbhanj , odisha ) , demand perman bench orissa high court mayurbhanj . ",1
3721,"on januari 17 , activist sever organis wave black flag shout slogan titabor citi ( golaghat , assam ) , citizenship ( ammend ) bill , 2016 . the protest occur jorhat lok sabha mp lay foundat stone construct road station tiniali citi . ",1
3722,"on januari 17 , scribe journalist stage sit-in protest hour front natyamandir bokakhat citi ( golaghat , assam ) , citizenship amend bill . ",1
3723,"on 17 januari , delhi univers teacher stage protest march ramlila ground parliament street new delhi ( delhi ) , demand ad-hoc teacher incorpor univers staff . polic stop marcher jantar mantar detain . ",1
3724,"on 17 januari , member academ council delhi univers timarpur area delhi ( delhi ) stage protest `` ordin xii e '' employ teacher contract basi , rather hire perman staff . ",1
3725,"on januari 17 , research scholar fratern indian institut technolog ( iit ) start indefinit protest campus guwahati citi ( kamrup metropolitan , assam ) , demand fellowship hike research scholar countri . ",1
3726,"on januari 17 , student tata institut social scienc start demonstr campus guwahati citi ( kamrup metropolitan , assam ) , scrap fee waiver student elig govern india post matric scholarship scheme . ",1
3727,"on 17 januari , research scholar nation institut technolog hamirpur citi ( hamirpur , himach pradesh ) stage candl lit protest march demand includ increas research stipend arrest research similar protest delhi earlier week . ",1
3728,"on 17 januari , farmer associ all-india kisan sabha stage shirtless protest siwani villag ( hisar , haryana ) . they demand chang irrig rotat , compens damag crop full loan waiver . ",1
3729,"on januari 17 , street vendor , auto owner , van owner shopkeep stage sit-in protest front inter state bus terminus ( isbt ) khuman lampak , area imphal citi ( imphal west , manipur ) , citizenship amend bill , 2016 . ",1
3730,"on januari 17 , member all manipur dpc complet candid manipur rifl ( male ) 2016 stage sit-in protest keishampat leimajam leikai communiti hall imphal citi ( imphal west , manipur ) , condemn govern 's failur declar result mr recruit examin . ",1
3731,"on januari 17 , nyishi ethnic student union arunach ( nesa ) stage protest ralli akashdweep tenni court itanagar citi ( papum pare , arunach pradesh ) , demand rollback statement grant perman resid certif ( prc ) resid lekang constitu . ",1
3732,"on 17 januari , famili man shot kill nh-44 near jhanjhari villag ( karnal , haryana ) stage protest block traffic nh-44 near iti chowk , demand suspect shoot arrest . ",1
3733,"on januari 17 , singer , musician , dramatist cultur activist stage protest jorhat theatr premis jorhat citi ( jorhat , assam ) , citizenship ( ammend ) bill , 2016 . they join former chief minist inc . ",1
3734,"on januari 17 , group 100 nurs student stage protest storm nrs medic colleg kolkata citi ( kolkata , west bengal ) , protest two women beat death 16 puppi insid campus . the polic cordon author colleg protect . ",1
3735,"on januari 17 , student launch demonstr univers gour banga ( ugb ) malda citi ( malda , west bengal ) , demand provis packag water . they claim superintend hostel ask drink water river inform scarciti drink water . ",1
3736,"on januari 17 , activist asom jatiyatabadi yuva chatra parishad brihattar asomiya yuva mancha stage protest mangaldai citi ( darrang , assam ) , visit chief minist citi . they protest citizenship amend bill , 2016 . polic arrest peopl later releas . ",1
3737,"on januari 17 , local stage demonstr front main gate vedanta alumina plant lanjigarh citi ( kalahandi , odisha ) , protest discharg red mud powder ( rmp ) industri . polic forc reach spot pacifi crowd follow protest call . ",1
3738,"on januari 17 , mysuru town ( mysuru , karnataka ) , hundr student belong univers mysor stage demonstr introduct credit-bas choic system . ",1
3739,"on januari 17 , block develop offic detain self help group ( shg ) member demonstr nachinda villag ( balasor , odiha ) . the demonstr took place peetha -peopl empower enabl transpar account - programm , protest claim old shgs still get fund . the polic interven releas offic . ",1
3740,"on januari 17 , local stage protest road blockad near odagaon citi ( nayagarh , odisha ) , two person kill 10 injur mental ill man , attack stick stone . the local demand compens famili victim . they stop protest negoti polic . ",1
3741,"on januari 17 , peopl protest block road sever place kandham district ( odisha ) , support bandh call kandham surakshya abhiyan , demand action minist offici connect incid 14-year-old girl student give birth babi daringibadi area . the bjp support bandh . ",1
3742,"on januari 17 , artist freedom fighter stage protest rangiya citi ( kamrup , assam ) , citizenship ( amend ) bill , 2019 . they burnt copi bill . ",1
3743,"on januari 17 , pandarampatti town ( thoothukudi , tn ) , resid stage protest detent youth involv anti-sterlit protest arrest polic . ",1
3744,"on januari 17 , puzhal town area chennai citi , bullock cart racer stage protest tiruvallur polic refus allow race event . ",1
3745,"on 17 januari , farmer worker associ kisan mazdoor sangharsh committe ( punjab ) stage protest dharna local powercom offic tarn taran citi ( tarn taran , punjab ) alleg corrupt lead problem power suppli . ",1
3746,"on januari 17 , student chutia communiti sever organis stage protest block nation highway 37 teok citi ( jorhat , assam ) , citizenship ( amend ) bill , 2019 . ",1
3747,"on januari 17 , hundr peopl protest tezpur citi ( sonitpur , assam ) , citizenship ( amend ) bill , 2019 . they burnt copi bill . ",1
3748,"on januari 17 , thiruvananthapuram town ( thiruvananthapuram , kerala ) , 1,200 peopl belong special school thiruvananthapuram district , includ teacher student , stage protest ldf govern 's apathi toward demand school . ",1
3749,"on januari 17 , achik youth welfar organ ( aywo ) sever student organ ngos stage protest tura citi ( west garo hill , meghalaya ) , citizenship amend bill , 2016 . ",1
3750,"on januari 17 , udupi town ( udupi , karnataka ) , congress worker stage protest near war memori specul bjp indulg oper lotus state . ",1
3751,"on 17 jan 2019 , famili member accompani resid held protest doda dead bodi youth bear injuri mark found kum-shal area , kastigarh tehsil night . the demonstr block road near district develop offic ( ddc ) offic , doda . the muslim youth alleg murder hooligan hindu extremist organ . ",1
3752,"on 17 jan 2019 , forest employe stage first day protest pccf van bhawan , jammu , demand better employe protect releas wage . ",1
3753,"on 17 jan 2019 , safai karamchari held protest reasi . the reason protest mention . ",1
3754,"on 17 jan 2019 , local women stage demonstr rajouri kadal area srinagar town , demand releas nine jail youth alleg hand nation investig agenc . ",1
3755,"on januari 17 , protest associ nepali congress parti organ protest ralli butwal citi ( rupandehi district , lumbini ) , demand author design butwal perman capit provinc 5 . ",1
3756,"on januari 17 , local stage protest ralli assembl madan chok dhankuta citi ( dhankuta district , koshi ) , demand govern make dhankuta citi perman capit provinc 1 . ",1
3757,"on januari 17 , polic arrest protest chobar local kritipur municip ( kathmandu district , bagmati ) , chant slogan demonstr govern 's plan establish dri port area . ",1
3758,"on januari 17 , student , journalist civil societi activist join societi protect right child ( sparc ) pakistan health associ ( pha ) stage ralli islamabad citi ( islamabad , feder capit territori ) , demand author monitor curb sale tobacco . ",1
3759,"on januari 17 , unemploy phd scholar stage protest outsid pm 's resid islamabad citi ( islamabad , feder capit territori ) , demand govern provid employ opportun . ",1
3760,"on januari 17 , good transport owner lahor banner pakistan good transport associ observ strike stage protest circular road near data gunj buksh town ( lahor , punjab ) , various govern institut alleg injustic transport owner . ",1
3761,"as report januari 17 , famili man , die alleg owe polic tortur custodi , protest outsid nishtar hospit multan citi ( multan , punjab ) . ",1
3762,"as report januari 17 , student khairpur medic colleg ( kmc ) protest front bhutto hous naudero town ( larkana , sindh ) , demand registr medic colleg pakistan medic dental council . ",1
3763,"on januari 17 , sugarcan grower held protest outsid sugar mill charsadda road peshawar citi ( peshawar , kp ) , demand increas sugarcan price . ",1
3764,"on januari 17 , doctor led young doctor associ ( yda ) offic bearer stage protest outsid provinci assembl peshawar citi ( peshawar , kp ) , govern fail releas salari . ",1
3765,"on januari 17 , trader shut busi stage protest bank road bazaar rawalpindi citi ( rawalpindi , punjab ) , feder board revenu ( fbr ) raid shop without seek permiss . ",1
3766,"on januari 17 , local ngo stage ralli kutcheri chowk allama iqbal chowk sialkot citi ( sialkot , punjab ) , express solidar peopl indian administ jammu kashmir condemn violat human right indian secur forc . ",1
3767,"on januari 17 , local transport led insaf transport associ member held protest ralli timergara town ( lower dir , kp ) , timergara tehsil administr permit alleg illeg vehicl stand . ",1
3768,"farmer worker associ nation food author protest propos rice tariff law cotabato citi , maguindanao provinc januari 17 , 2019 . ",1
3769,"17 januari . worker paul biya stadium yaound protest , demand salari paid return work . ",1
3770,17 januari . snls worker go strike protest librevill job snls merg nation real estat compani ( sni ) . ,1
3771,"on jan 17 , korhogo , group young peopl protest intern crimin court 's decis releas ex presid laurent gbagbo ex minist charl ble goud . ",1
3772,"on 17 januari 2019 , famili mauritanian student scholarship complet higher educ sudan stage protest front ministri higher educ children 's inabl enrol special like . ",1
3773,"on 17 januari 2019 , region union worker agadir organ protest outsid umt headquart protest govern 's disregard demand , includ increas wage . ",1
3774,"on 17 januari 2019 , member nation associ unemploy graduat zoumi held protest front headquart employ ouazzan claim right work compens year unemploy . ",1
3775,"on 17 januari , 40 zimbabwean live cape town march grand parad zimbabwean consul protest govern 's crackdown . ",1
3776,"on januari 17th , demonstr gather ed daein ( east darfur ) . polic - alongsid rsf pdf paramilitari - use `` excess violenc '' protest , made number arrest , includ three journalist . ",1
3777,"on januari 17th , protest gather new halfa ( kassala state ) . secur forc ( code polic ) dispers demonstr . ",1
3778,"on januari 17th , protest report el obeid ( north kordofan ) part nationwid protest . ",1
3779,"on januari 17th , protest report ed duweim ( northern state ) part nationwid demonstr . ",1
3780,"on januari 17th , protest report port sudan ( red sea state ) . secur forc ( record polic ) report use `` excess forc '' protest arrest number peopl . ",1
3781,"on januari 17th , protest gather sennar ( sennar state ) . secur forc ( code polic ) dispers protest tear gas . ",1
3782,"on 17th januari , protest report number thousand gather kauda ( south kordofan ) , part nation-wid demonstr . ",1
3783,"on januari 17th , protest spread shour near gali local ( white nile , coordin rabak use ) , part nation-wid protest . ",1
3784,"on 17 januari 2019 , occas general strike countri organ ugtt , protest march held headquart region labour union sweep across main street citi . ",1
3785,"on 17 januari 2019 , occas general strike organ ugtt , worker gather front region labour union manubah . ",1
3786,"on 17 januari 2019 , wake general strike organ ugtt , larg number unionist worker gather front headquart region labour union sfax . ",1
3787,"on 17 januari 2019 , number parent student held protest vigil front educ institut sfax protest disrupt children 's class . ",1
3788,"on 17 januari 2019 , hundr worker gather outsid headquart region labour union souss , rais anti-govern slogan demand wage increas . ",1
3789,"on 17 januari 2019 , occas general strike organ ugtt , protest held front region labor union tozeur . protest march toward governor headquart . ",1
3790,"on 17 januari 2019 , thousand worker particip march tuni call tunisian general labour union . there general strike entir countri . ",1
3791,"on 17 januari 2019 , general strike countri , flight tunisia cancel . passeng gather protest cancel tunis-carthag airport . ",1
3792,"on 17 januari 2019 , student held protest tabursuq crisi educ sector . ",1
3793,"on 17 januari 2019 , student held protest beja crisi educ sector . ",1
3794,"on januari 17 , villag nachosai villag stage dharna deputi commission 's ( dc ) offic potka citi ( east singhbhum , jharkhand ) , demand cancel mine leas . they claim contract made fake ' gram pradhan ( local leader ) . they also protest polic intervent protest stage januari 12 . ",1
3795,"on 17/1/2019 , worker urban rail construct project ahvaz continu protest 18 month unpaid salari . ",1
3796,"on 16 januari 2019 , substitut teacher continu march toward capit foot en-nadhour toward kasbah . ",1
3797,16 januari . upc support march bambari denounc minusca/faca oper group . ,1
3798,"on januari 16 , teacher stage protest algier squar tripoli demand improv work condit includ increas salari medic insur . ",1
3799,"on 16 januari 2019 , number unemploy mauritanian doctor stage two protest vigil front presidenti palac nouakchott well ministri health demand offici employ . ",1
3800,"on 16 januari 2019 , group unemploy blind graduat stage protest front ministri social develop , famili solidar rabat . secur forc violent dispers protest . ",1
3801,"on 16 januari 2019 , doctor held protest hospit saniat rmel tetouan denounc situat health sector region wear black instead white . ",1
3802,16 januari . thousand apc support gather makeni support former presid koroma apc offici cross examin polic . report threat journalist . ,1
3803,"on 16 januari , group zimbabwean peopl protest outsid zimbabw 's embassi pretoria current crisi zimbabw fuel hike . ",1
3804,"at unspecifi time week begin 14th januari , protest took place babanosa ( west darfur ) . a south sudanes civilian report kill event , unclear circumst . ",1
3805,"on around 16 januari 2019 , student hammuda pasha school manubah organ protest crisi educ system countri . ",1
3806,"on 16 januari 2019 , number parent held protest djerba againt continu educ crisi . ",1
3807,"on 16 januari 2019 , number peopl sidi aid region governor sidi bouzid held protest front headquart governor demand improv live condit peopl region . ",1
3808,"on januari 16th , around 200 protest demonstr sumbw villag ( mukono , coordin mpung use ) , follow non-pay compens properti lost result construct new water treatment plant . ",1
3809,"on jan 16th , protest record fuel price hike epworth amidst heavi soldier deploy . zctu issu call nationwid protest . ",1
3810,"on jan 16th , protest record fuel price hike highfield amidst heavi soldier deploy . zctu issu call nationwid protest . ",1
3811,"on jan 16th , protest record fuel price hike pumula amidst heavi soldier deploy . zctu issu call nationwid protest . ",1
3812,"on 16/1/2019 , hundr worker bushehr petrochem compani bandar e asaluyeh protest sever month unpaid salari . ",1
3813,"on 16/1/2019 , worker urban rail construct project ahvaz protest 18 month unpaid salari . ",1
3814,"on 16/1/2019 , group farmer esfarvarin protest difficulti get agricultur bank loan . ",1
3815,"on 16/1/2019 , protest held outsid ministri industri , mine trade tehran buyer saipa iran khodro car compani , receiv car partial paid advanc . ",1
3816,"on 16/1/2019 , protest held orumiyeh buyer iran khodro car compani , receiv car partial paid advanc . ",1
3817,"on 16/1/2019 , group teacher yazd stage ralli unpaid salari . ",1
